CAMIS,Longitude,Latitude,Source,Dataset Date,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,geo_key,ditance,distance
41686665,-74.00763106,40.71553647,TIGER/ArcMap,5/15/2015,NISH NUSH,MANHATTAN,88,READE STREET,10013.0,2129641318,Middle Eastern,12/15/2014,Violations were cited in the following area(s).,15L,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,38.0,A,12/15/2014,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.715536470000004, -74.007631059999994)",0.190128542329,0.190128542329
41686709,-74.00574649,40.72442766,TIGER/ArcMap,5/15/2015,TAUREAU LA SIRENE,MANHATTAN,558       ,BROOME STREET                                     ,10013.0,2122282222,French,10/14/2014,Violations were cited in the following area(s).,16B,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,25.0,A,10/14/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.724427660000003, -74.005746490000007)",0.397266802623,0.397266802623
41686842,-73.99684443,40.71783794,TIGER/ArcMap,5/15/2015,CANTON KITCHEN RESTAURANT,MANHATTAN,171       ,HESTER STREET                                                                                       ,10013.0,2123432623,Chinese,10/01/2012,Violations were cited in the following area(s).,10I,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,23.0,A,09/13/2013,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.717837940000003, -73.996844429999996)",0.283886714246,0.283886714246
41687073,-74.00620552,40.73383812,TIGER/ArcMap,5/15/2015,THE QUARTER,MANHATTAN,522       ,HUDSON STREET                                     ,10014.0,2126913252,American ,07/31/2013,Violations were cited in the following area(s).,20E,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,57.0,C,07/31/2013,07/04/2015,Trans Fat / Re-inspection,"(40.733838120000001, -74.006205519999995)",0.363171122115,0.363171122115
41687192,-73.9875707,40.7579334,TIGER/ArcMap,5/15/2015,GUY'S AMERICAN KITCHEN & BAR,MANHATTAN,220,WEST   44 STREET,10036.0,6465324897,American ,12/08/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,32.0,C,10/17/2012,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.757933399999999, -73.987570700000006)",0.280147070242,0.280147070242
41687345,-73.99134599,40.75210539,TIGER/ArcMap,5/15/2015,JACK DOYLES PUB & RESTAURANT,MANHATTAN,240       ,WEST   35 STREET                                  ,10001.0,2122681255,Irish,12/22/2014,Violations were cited in the following area(s).,22C,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,44.0,B,12/22/2014,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.752105389999997, -73.991345989999999)",0.168752064577,0.168752064577
41687397,-74.01474449,40.63670195,TIGER/ArcMap,5/15/2015,GOLDEN IMPERIAL SEAFOOD RESTAURANT,BROOKLYN,618       ,62 STREET                                         ,11220.0,7188333777,Chinese,12/18/2012,Violations were cited in the following area(s).,22C,Thawing procedures improper.,Not Critical,35.0,Z,11/19/2012,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.636701950000003, -74.014744489999998)",0.361351511808,0.361351511808
41687515,-73.94386272,40.82537725,TIGER/ArcMap,5/15/2015,BRANSON GOT JUICE,MANHATTAN,741,ST NICHOLAS AVENUE,10031.0,2122832700,"Juice, Smoothies, Fruit Salads",12/20/2012,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,29.0,A,07/19/2013,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.825377250000003, -73.943862719999998)",0.48265727699,0.48265727699
41687913,-73.99127441,40.75779555,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE COMPANY,MANHATTAN,350,WEST   42 STREET,10036.0,2122444176,Café/Coffee/Tea,03/10/2014,Violations were cited in the following area(s).,10F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8.0,A,03/10/2014,07/04/2015,Pre-permit (Operational) / Initial Inspection,"(40.757795549999997, -73.991274410000003)",0.259477766548,0.259477766548
41688043,-73.99727048,40.7195972,TIGER/ArcMap,5/15/2015,ITALIAN FOOD CENTER,MANHATTAN,161,MULBERRY STREET,10013.0,2124313934,Italian,08/12/2013,Violations were cited in the following area(s).,10H,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,29.0,B,08/12/2013,07/04/2015,Pre-permit (Non-operational) / Initial Inspection,"(40.719597200000003, -73.997270479999997)",0.236537514878,0.236537514878
41688107,-73.98183677,40.73215271,TIGER/ArcMap,5/15/2015,RED MANGO,MANHATTAN,264,1 AVENUE,10009.0,2122531155,"Ice Cream, Gelato, Yogurt, Ices",08/29/2012,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,27.0,Z,03/03/2015,07/04/2015,Trans Fat / Re-inspection,"(40.732152710000001, -73.981836770000001)",0.460046321344,0.460046321344
41688349,-73.95280111,40.79844974,TIGER/ArcMap,5/15/2015,DUNKIN DONUT,MANHATTAN,111       ,WEST  110 STREET                                  ,10026.0,2122220700,American ,12/23/2013,Violations were cited in the following area(s).,20F,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,12.0,A,12/20/2012,07/04/2015,Trans Fat / Re-inspection,"(40.798449740000002, -73.952801109999996)",0.489279070466,0.489279070466
41688363,-74.00529089,40.7255729,TIGER/ArcMap,5/15/2015,KOI SOHO,MANHATTAN,246       ,SPRING STREET                                     ,10013.0,2128424550,Japanese,11/21/2013,Violations were cited in the following area(s).,20F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,40.0,B,11/21/2013,07/04/2015,Pre-permit (Non-operational) / Initial Inspection,"(40.725572899999996, -74.005290889999998)",0.456189440454,0.456189440454
41688540,-73.99834896,40.754186,TIGER/ArcMap,5/15/2015,FOOD DEPOT,MANHATTAN,460       ,WEST   34 STREET                                  ,10001.0,2129470767,American ,10/07/2013,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,46.0,B,10/07/2013,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.754185999999997, -73.998348960000001)",0.411426693094,0.411426693094
41688648,-74.00404555,40.73759957,TIGER/ArcMap,5/15/2015,THE BEATRICE INN,MANHATTAN,285       ,WEST   12 STREET                                  ,10014.0,6468961804,American ,10/15/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,19.0,B,10/15/2014,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.73759957, -74.004045550000001)",0.124616451741,0.124616451741
41688658,-73.99118028,40.73324598,TIGER/ArcMap,5/15/2015,PRET A MANGER,MANHATTAN,821,BROADWAY,10003.0,2126736898,Soups & Sandwiches,12/09/2013,Violations were cited in the following area(s).,10F,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Not Critical,20.0,A,12/09/2013,07/04/2015,Pre-permit (Non-operational) / Initial Inspection,"(40.73324598, -73.991180279999995)",0.117725168386,0.117725168386
41688789,-73.98836795,40.76439115,TIGER/ArcMap,5/15/2015,AGEHA JAPANESE FUSION,MANHATTAN,767,9 AVENUE,10019.0,2125818188,Chinese/Japanese,12/27/2012,Violations were cited in the following area(s).,15L,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,25.0,A,07/16/2014,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.764391150000002, -73.988367949999997)",0.430006364437,0.430006364437
41688842,-74.00838352,40.71668701,TIGER/ArcMap,5/15/2015,SUSHI OF GARI TRIBECA,MANHATTAN,130       ,WEST BROADWAY                                     ,10013.0,2122850130,Japanese,08/22/2013,Violations were cited in the following area(s).,22C,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,49.0,B,08/22/2013,07/04/2015,Trans Fat / Re-inspection,"(40.716687010000001, -74.008383519999995)",0.147072577569,0.147072577569
41689018,-73.99524599,40.72078118,TIGER/ArcMap,5/15/2015,COCORON,MANHATTAN,37        ,KENMARE STREET                                    ,10012.0,2129660800,Japanese,12/10/2012,Violations were cited in the following area(s).,15L,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,31.0,B,12/10/2012,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.720781180000003, -73.995245990000001)",0.3535269127,0.3535269127
41689229,-73.98863786,40.728949,TIGER/ArcMap,5/15/2015,WAGA,MANHATTAN,22        ,ST MARKS PLACE                                    ,10003.0,2125055573,Café/Coffee/Tea,12/24/2013,Violations were cited in the following area(s).,10F,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,5.0,A,12/24/2013,07/04/2015,Pre-permit (Operational) / Initial Inspection,"(40.728949, -73.988637859999997)",0.400939448717,0.400939448717
41689361,-74.00593593,40.7147242,TIGER/ArcMap,5/15/2015,ANDY'S DELI,MANHATTAN,291       ,BROADWAY                                          ,10007.0,2122274111,American ,12/10/2012,Violations were cited in the following area(s).,20E,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,52.0,P,09/20/2012,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.714724200000006, -74.005935930000007)",0.233074846119,0.233074846119
41689247,-73.98872711,40.76367369,TIGER/ArcMap,5/15/2015,THE BEST PIZZA,MANHATTAN,748       ,9 AVENUE                                          ,10019.0,2129770400,Pizza,12/08/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,36.0,Z,08/05/2014,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.763673689999997, -73.988727109999999)",0.476221955139,0.476221955139
41689500,-73.98720035,40.72935869,TIGER/ArcMap,5/15/2015,KINGSTON HALL,MANHATTAN,149,2 AVENUE,10003.0,6462750461,American ,12/27/2012,Violations were cited in the following area(s).,16B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,45.0,A,12/26/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.729358689999998, -73.987200349999995)",0.394101063231,0.394101063231
41689516,-73.9811368,40.75197085,TIGER/ArcMap,5/15/2015,MARCHE MADISON,MANHATTAN,9,EAST   40 STREET,10016.0,2127251420,American ,12/24/2014,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,49.0,B,12/24/2014,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.751970849999999, -73.981136800000002)",0.477171421815,0.477171421815
41689569,-73.98927046,40.75048226,TIGER/ArcMap,5/15/2015,HERALD SQUARE CAFE (STARBUCKS),MANHATTAN,151       ,WEST   34 STREET                                  ,10001.0,2122390342,Café/Coffee/Tea,10/21/2013,Violations were cited in the following area(s).,10H,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,13.0,A,10/21/2013,07/04/2015,Pre-permit (Operational) / Initial Inspection,"(40.750482259999998, -73.98927046)",0.225264582431,0.225264582431
41689595,-74.00137928,40.73689979,TIGER/ArcMap,5/15/2015,BARRACA/MACONDO,MANHATTAN,81        ,GREENWICH AVENUE                                                                                    ,10014.0,2124620080,Spanish,12/18/2012,Violations were cited in the following area(s).,10I,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,37.0,A,12/18/2012,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.736899790000002, -74.001379279999995)",0.0659588026453,0.0659588026453
41690085,-73.98593093,40.75318359,TIGER/ArcMap,5/15/2015,PERGOLA,MANHATTAN,109       ,WEST   39 STREET                                  ,10018.0,2127682211,Delicatessen,10/23/2013,Violations were cited in the following area(s).,16B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,50.0,C,10/03/2012,07/04/2015,Trans Fat / Re-inspection,"(40.753183589999999, -73.985930929999995)",0.212082934033,0.212082934033
41690254,-73.98987979,40.74422156,TIGER/ArcMap,5/15/2015,THE FLATIRON ROOM,MANHATTAN,37        ,WEST   26 STREET                                  ,10010.0,2127253860,American ,12/05/2014,Violations were cited in the following area(s).,15L,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,30.0,A,12/05/2014,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.74422156, -73.989879790000003)",0.412314302618,0.412314302618
41690457,-73.99473847,40.75542881,TIGER/ArcMap,5/15/2015,TAVOLA,MANHATTAN,488       ,9 AVENUE                                          ,10018.0,2122731181,Italian,12/28/2012,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,24.0,B,12/28/2012,07/04/2015,Pre-permit (Operational) / Initial Inspection,"(40.755428809999998, -73.994738470000001)",0.275433980596,0.275433980596
41690369,-73.98306065,40.76421763,TIGER/ArcMap,5/15/2015,EXTREME BLENDZ (CRUNCH),MANHATTAN,250       ,WEST   54 STREET                                  ,10019.0,2123077760,"Juice, Smoothies, Fruit Salads",09/14/2012,Violations were cited in the following area(s).,10J,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,13.0,A,09/14/2012,07/04/2015,Pre-permit (Operational) / Initial Inspection,"(40.764217629999997, -73.983060649999999)",0.284306282179,0.284306282179
41690476,-73.98494233,40.73245857,TIGER/ArcMap,5/15/2015,BAIT & HOOK,MANHATTAN,231       ,2 AVENUE                                          ,10003.0,2122608015,Seafood,12/10/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,38.0,Z,10/01/2012,07/04/2015,Trans Fat / Re-inspection,"(40.732458569999999, -73.984942329999996)",0.304080596504,0.304080596504
41690495,-73.9831249,40.73070662,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,219       ,1 AVENUE                                                                                            ,10003.0,2122540358,American ,10/01/2012,Violations were cited in the following area(s).,10F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,10/01/2012,07/04/2015,Pre-permit (Operational) / Initial Inspection,"(40.730706619999999, -73.983124900000007)",0.450872163203,0.450872163203
41690725,-74.00556599,40.74200013,TIGER/ArcMap,5/15/2015,BAR SUZETTE CREPERIE,MANHATTAN,425       ,WEST   15 STREET                                  ,10011.0,2062250663,French,12/28/2012,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,27.0,A,12/28/2012,07/04/2015,Pre-permit (Operational) / Re-inspection,"(40.742000130000001, -74.005565989999994)",0.352621295257,0.352621295257
41690737,-73.99612521,40.72195534,TIGER/ArcMap,5/15/2015,TAIM,MANHATTAN,45        ,SPRING STREET                                     ,10012.0,2122190600,Mediterranean,10/04/2012,Violations were cited in the following area(s).,10J,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,10/04/2012,07/04/2015,Pre-permit (Operational) / Initial Inspection,"(40.721955340000001, -73.996125210000002)",0.340666908252,0.340666908252
